from	to
CHUK	ESR1
CHUK	MYC
CHUK	STAT3
CHUK	TP53
EGFR	ESR1
EGFR	FOS
EGFR	MAPK1
EGFR	MYC
EGFR	STAT3
ESR1	EGFR
ESR1	FOS
ESR1	MAPK1
ESR1	MYC
ESR1	STAT3
ESR1	TP53
FOS	EGFR
FOS	ESR1
FOS	MYC
FOS	STAT3
FOS	TP53
MAPK1	EGFR
MAPK1	ESR1
MAPK1	FOS
MAPK1	MAPK8
MAPK1	MYC
MAPK1	STAT3
MAPK1	TP53
MAPK8	EGFR
MAPK8	ESR1
MAPK8	FOS
MAPK8	MAPK1
MAPK8	MYC
MAPK8	STAT3
MAPK8	TP53
MYC	EGFR
MYC	FOS
MYC	TP53
STAT3	EGFR
STAT3	ESR1
STAT3	FOS
STAT3	MAPK1
STAT3	MAPK8
STAT3	MYC
TNF	CHUK
TNF	EGFR
TNF	ESR1
TNF	FOS
TNF	MAPK1
TNF	MAPK8
TNF	MYC
TNF	STAT3
TNF	TP53
TP53	EGFR
TP53	ESR1
TP53	MAPK1
TP53	MAPK8
ESR1	IL20
FOS	IL20
MYC	IL20
STAT3	IL20
TNF	IL20
TP53	IL20
