from	to
GATA2	NFKB1
ICAM1	MAPK1
ICAM1	NFKB1
ICAM1	RELA
ICAM1	TP53
IL3	GATA2
IL3	ICAM1
IL3	JAK2
IL3	MAPK1
IL3	NFKB1
IL3	PIK3CA
IL3	PIK3R1
JAK2	MAPK1
JAK2	NFKB1
JAK2	PIK3CA
JAK2	PIK3R1
JAK2	RELA
MAPK1	GATA2
MAPK1	ICAM1
MAPK1	JAK2
MAPK1	NFKB1
MAPK1	RELA
MAPK1	TP53
NFKB1	GATA2
NFKB1	ICAM1
NFKB1	MAPK1
NFKB1	RELA
NFKB1	TP53
PIK3CA	JAK2
PIK3CA	MAPK1
PIK3CA	NFKB1
PIK3CA	PIK3R1
PIK3CA	RELA
PIK3R1	JAK2
PIK3R1	MAPK1
PIK3R1	NFKB1
PIK3R1	PIK3CA
PIK3R1	RELA
PIK3R1	TP53
RELA	ICAM1
RELA	MAPK1
RELA	NFKB1
RELA	TP53
TP53	ICAM1
TP53	MAPK1
TP53	NFKB1
TP53	PIK3CA
TP53	PIK3R1
TP53	RELA
GATA2	CCL18
ICAM1	CCL18
IL3	CCL18
NFKB1	CCL18
RELA	CCL18
TP53	CCL18
