from	to
CREB1	STAT3
IL3	CREB1
IL3	JAK2
IL3	JUN
IL3	MAPK1
IL3	PRKACA
IL3	STAT1
IL3	STAT3
IL3	STAT5B
JAK2	MAPK1
JAK2	PRKACA
JAK2	STAT1
JAK2	STAT3
JAK2	STAT5B
JUN	CREB1
JUN	MAPK1
JUN	STAT3
MAPK1	CREB1
MAPK1	JAK2
MAPK1	JUN
MAPK1	PRKACA
MAPK1	STAT1
MAPK1	STAT3
MAPK1	STAT5B
PRKACA	CREB1
PRKACA	JAK2
PRKACA	JUN
PRKACA	MAPK1
PRKACA	STAT1
PRKACA	STAT3
PRKACA	STAT5B
STAT1	JUN
STAT1	MAPK1
STAT1	STAT3
STAT1	STAT5B
STAT3	CREB1
STAT3	JUN
STAT3	MAPK1
STAT3	STAT1
STAT3	STAT5B
STAT5B	MAPK1
CREB1	TNFSF11
IL3	TNFSF11
JUN	TNFSF11
STAT1	TNFSF11
STAT3	TNFSF11
STAT5B	TNFSF11
