from	to
FOS	JUN
FOS	NFKB1
FOS	TP53
IL1A	FOS
IL1A	JUN
IL1A	MAP3K1
IL1A	MAPK8
IL1A	NFKB1
IL1A	RELA
IL1A	TP53
IL1A	TRAF6
JUN	FOS
JUN	TP53
MAP3K1	JUN
MAP3K1	MAPK8
MAP3K1	NFKB1
MAP3K1	RELA
MAP3K1	TP53
MAPK8	FOS
MAPK8	JUN
MAPK8	RELA
MAPK8	TP53
MAPK8	TRAF6
NFKB1	FOS
NFKB1	JUN
NFKB1	MAPK8
NFKB1	RELA
NFKB1	TP53
NFKB1	TRAF6
RELA	FOS
RELA	JUN
RELA	NFKB1
RELA	TP53
RELA	TRAF6
TP53	JUN
TP53	MAP3K1
TP53	MAPK8
TP53	NFKB1
TP53	RELA
TRAF6	MAP3K1
TRAF6	MAPK8
TRAF6	NFKB1
TRAF6	RELA
TRAF6	TP53
FOS	CXCL8
IL1A	CXCL8
JUN	CXCL8
NFKB1	CXCL8
RELA	CXCL8
TP53	CXCL8
