from	to
ESR1	GATA1
ESR1	HIF1A
ESR1	JAK2
ESR1	MAPK1
ESR1	MYC
ESR1	RAF1
ESR1	STAT3
ESR1	TP53
GATA1	ESR1
GATA1	JAK2
GATA1	MYC
GATA1	STAT3
HIF1A	JAK2
HIF1A	MAPK1
HIF1A	MYC
HIF1A	TP53
IL4	ESR1
IL4	GATA1
IL4	HIF1A
IL4	JAK2
IL4	MAPK1
IL4	RAF1
IL4	STAT3
IL4	TP53
JAK2	ESR1
JAK2	HIF1A
JAK2	MAPK1
JAK2	MYC
JAK2	RAF1
JAK2	STAT3
MAPK1	ESR1
MAPK1	GATA1
MAPK1	HIF1A
MAPK1	JAK2
MAPK1	MYC
MAPK1	RAF1
MAPK1	STAT3
MAPK1	TP53
MYC	GATA1
MYC	TP53
RAF1	MAPK1
RAF1	MYC
RAF1	STAT3
STAT3	ESR1
STAT3	GATA1
STAT3	HIF1A
STAT3	MAPK1
STAT3	MYC
TP53	ESR1
TP53	HIF1A
TP53	MAPK1
ESR1	CCL28
GATA1	CCL28
HIF1A	CCL28
MYC	CCL28
STAT3	CCL28
TP53	CCL28
