from	to
EGFR	JUN
EGFR	MYC
EGFR	NFKB1
EGFR	PIK3R1
EGFR	PTEN
EGFR	SRC
JUN	MYC
JUN	PIK3R1
JUN	PTEN
JUN	TP53
MAPK8	EGFR
MAPK8	JUN
MAPK8	MYC
MAPK8	PIK3R1
MAPK8	PTEN
MAPK8	SRC
MAPK8	TP53
MYC	EGFR
MYC	NFKB1
MYC	PTEN
MYC	TP53
NFKB1	EGFR
NFKB1	JUN
NFKB1	MAPK8
NFKB1	MYC
NFKB1	PTEN
NFKB1	TP53
NRG1	EGFR
NRG1	JUN
NRG1	MAPK8
NRG1	MYC
NRG1	NFKB1
NRG1	PIK3R1
NRG1	PTEN
NRG1	SRC
PIK3R1	EGFR
PIK3R1	JUN
PIK3R1	MAPK8
PIK3R1	MYC
PIK3R1	NFKB1
PIK3R1	PTEN
PIK3R1	SRC
PIK3R1	TP53
PTEN	EGFR
PTEN	MYC
PTEN	NFKB1
PTEN	PIK3R1
PTEN	SRC
PTEN	TP53
SRC	EGFR
SRC	JUN
SRC	MAPK8
SRC	MYC
SRC	NFKB1
SRC	PIK3R1
SRC	PTEN
SRC	TP53
TP53	EGFR
TP53	JUN
TP53	MAPK8
TP53	NFKB1
TP53	PIK3R1
TP53	PTEN
JUN	CCL20
MYC	CCL20
NFKB1	CCL20
NRG1	CCL20
PTEN	CCL20
TP53	CCL20
