from	to
IL4	JAK2
IL4	JUN
IL4	MAPK1
IL4	NFKB1
IL4	STAT3
IL4	TP53
IL4	TYK2
JAK2	MAPK1
JAK2	NFKB1
JAK2	RELA
JAK2	STAT3
JAK2	TYK2
JUN	MAPK1
JUN	STAT3
JUN	TP53
MAPK1	JAK2
MAPK1	JUN
MAPK1	NFKB1
MAPK1	RELA
MAPK1	STAT3
MAPK1	TP53
NFKB1	JUN
NFKB1	MAPK1
NFKB1	RELA
NFKB1	STAT3
NFKB1	TP53
RELA	JUN
RELA	MAPK1
RELA	NFKB1
RELA	TP53
STAT3	JUN
STAT3	MAPK1
STAT3	NFKB1
STAT3	RELA
TP53	JUN
TP53	MAPK1
TP53	NFKB1
TP53	RELA
TYK2	JAK2
TYK2	MAPK1
TYK2	NFKB1
TYK2	RELA
TYK2	STAT3
IL4	CXCL1
JUN	CXCL1
NFKB1	CXCL1
RELA	CXCL1
STAT3	CXCL1
TP53	CXCL1
