from	to
AKT1	AR
AKT1	GSK3B
AKT1	MAPK1
AKT1	NFKB1
AKT1	PTEN
AKT1	SMAD3
AKT1	STAT5A
AKT1	TP53
AR	MAPK1
AR	NFKB1
AR	SMAD3
AR	TP53
GSK3B	AKT1
GSK3B	AR
GSK3B	MAPK1
GSK3B	NFKB1
GSK3B	PTEN
GSK3B	SMAD3
GSK3B	STAT5A
GSK3B	TP53
MAPK1	AKT1
MAPK1	AR
MAPK1	GSK3B
MAPK1	NFKB1
MAPK1	PTEN
MAPK1	SMAD3
MAPK1	STAT5A
MAPK1	TP53
NFKB1	AKT1
NFKB1	AR
NFKB1	MAPK1
NFKB1	PTEN
NFKB1	SMAD3
NFKB1	STAT5A
NFKB1	TP53
PTEN	AKT1
PTEN	AR
PTEN	GSK3B
PTEN	MAPK1
PTEN	NFKB1
PTEN	SMAD3
PTEN	STAT5A
PTEN	TP53
SMAD3	AR
SMAD3	NFKB1
SMAD3	PTEN
SMAD3	TP53
STAT5A	AKT1
STAT5A	MAPK1
STAT5A	NFKB1
TGFB1	AKT1
TGFB1	AR
TGFB1	GSK3B
TGFB1	MAPK1
TGFB1	NFKB1
TGFB1	PTEN
TGFB1	SMAD3
TGFB1	STAT5A
TGFB1	TP53
TP53	AKT1
TP53	AR
TP53	MAPK1
TP53	NFKB1
TP53	PTEN
TP53	SMAD3
AKT1	CXCL13
AR	CXCL13
NFKB1	CXCL13
PTEN	CXCL13
STAT5A	CXCL13
TP53	CXCL13
