from	to
AKT1	FOXO3
AKT1	NFKB1
AKT1	PRKACA
AKT1	RELA
AKT1	STAT3
AKT1	STAT6
CSF2	AKT1
CSF2	FOXO3
CSF2	JAK2
CSF2	NFKB1
CSF2	PRKACA
CSF2	RELA
CSF2	STAT3
CSF2	STAT6
JAK2	AKT1
JAK2	NFKB1
JAK2	PRKACA
JAK2	RELA
JAK2	STAT3
JAK2	STAT6
NFKB1	AKT1
NFKB1	FOXO3
NFKB1	RELA
NFKB1	STAT3
PRKACA	AKT1
PRKACA	FOXO3
PRKACA	JAK2
PRKACA	NFKB1
PRKACA	RELA
PRKACA	STAT3
PRKACA	STAT6
RELA	NFKB1
STAT3	AKT1
STAT3	NFKB1
STAT3	RELA
STAT3	STAT6
STAT6	AKT1
STAT6	NFKB1
STAT6	RELA
STAT6	STAT3
CSF2	CCL17
FOXO3	CCL17
NFKB1	CCL17
RELA	CCL17
STAT3	CCL17
STAT6	CCL17
