from	to
EP300	JUN
EP300	MAPK8
EP300	RELA
EP300	SP1
EP300	STAT3
EP300	TP53
IL1B	EP300
IL1B	IRAK1
IL1B	JUN
IL1B	MAPK8
IL1B	RELA
IL1B	SP1
IL1B	TP53
IRAK1	JUN
IRAK1	MAPK8
IRAK1	RELA
IRAK1	STAT3
JUN	EP300
JUN	SP1
JUN	STAT3
JUN	TP53
MAPK8	EP300
MAPK8	IRAK1
MAPK8	JUN
MAPK8	RELA
MAPK8	SP1
MAPK8	STAT3
MAPK8	TP53
RELA	EP300
RELA	JUN
RELA	SP1
RELA	TP53
SP1	EP300
SP1	JUN
SP1	STAT3
SP1	TP53
STAT3	EP300
STAT3	JUN
STAT3	MAPK8
STAT3	RELA
STAT3	SP1
TP53	EP300
TP53	JUN
TP53	MAPK8
TP53	RELA
TP53	SP1
EP300	IL7
JUN	IL7
RELA	IL7
SP1	IL7
STAT3	IL7
TP53	IL7
