from	to
IL4	JAK2
IL4	JUN
IL4	MAPK1
IL4	NFKB1
IL4	STAT1
IL4	STAT3
IL4	TP53
IL4	TYK2
JAK2	MAPK1
JAK2	NFKB1
JAK2	STAT1
JAK2	STAT3
JAK2	TYK2
JUN	MAPK1
JUN	STAT3
JUN	TP53
MAPK1	JAK2
MAPK1	JUN
MAPK1	NFKB1
MAPK1	STAT1
MAPK1	STAT3
MAPK1	TP53
NFKB1	JUN
NFKB1	MAPK1
NFKB1	STAT1
NFKB1	STAT3
NFKB1	TP53
STAT1	JUN
STAT1	MAPK1
STAT1	STAT3
STAT3	JUN
STAT3	MAPK1
STAT3	NFKB1
STAT3	STAT1
TP53	JUN
TP53	MAPK1
TP53	NFKB1
TP53	STAT1
TYK2	JAK2
TYK2	MAPK1
TYK2	NFKB1
TYK2	STAT1
TYK2	STAT3
IL4	CCL13
JUN	CCL13
NFKB1	CCL13
STAT1	CCL13
STAT3	CCL13
TP53	CCL13
