from	to
ACVR1	ACVR1B
ACVR1	SMAD2
ACVR1	SMAD3
ACVR1	STAT1
ACVR1	STAT3
ACVR1B	ACVR1
ACVR1B	SMAD2
ACVR1B	SMAD3
ACVR1B	SP1
ACVR1B	STAT1
ACVR1B	STAT3
ACVR1B	TP53
INHBA	ACVR1
INHBA	ACVR1B
INHBA	SMAD2
INHBA	SMAD3
JUN	SMAD3
JUN	SP1
JUN	STAT3
JUN	TP53
PIAS3	SMAD2
PIAS3	SMAD3
PIAS3	STAT1
PIAS3	STAT3
SMAD2	JUN
SMAD2	PIAS3
SMAD2	SMAD3
SMAD2	SP1
SMAD2	TP53
SMAD3	JUN
SMAD3	PIAS3
SMAD3	SMAD2
SMAD3	SP1
SMAD3	STAT3
SMAD3	TP53
SP1	ACVR1B
SP1	JUN
SP1	SMAD3
SP1	STAT1
SP1	STAT3
SP1	TP53
STAT1	JUN
STAT1	SP1
STAT1	STAT3
STAT3	JUN
STAT3	PIAS3
STAT3	SMAD3
STAT3	SP1
STAT3	STAT1
TP53	ACVR1B
TP53	JUN
TP53	SMAD3
TP53	SP1
TP53	STAT1
INHBA	FGF2
JUN	FGF2
SP1	FGF2
STAT1	FGF2
STAT3	FGF2
TP53	FGF2
