from	to
ETS1	NFKB1
ETS1	STAT5A
IL4	ETS1
IL4	JAK2
IL4	NFKB1
IL4	STAT3
IL4	STAT5A
IL4	STAT5B
IL4	STAT6
IL4	TYK2
JAK2	NFKB1
JAK2	STAT2
JAK2	STAT3
JAK2	STAT5A
JAK2	STAT5B
JAK2	STAT6
JAK2	TYK2
NFKB1	ETS1
NFKB1	STAT2
NFKB1	STAT3
NFKB1	STAT5A
STAT2	JAK2
STAT2	NFKB1
STAT2	STAT5A
STAT2	STAT5B
STAT2	TYK2
STAT3	NFKB1
STAT3	STAT2
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT6
STAT5A	ETS1
STAT5A	NFKB1
STAT5A	STAT2
STAT5A	STAT3
STAT5A	STAT5B
STAT5A	STAT6
STAT5B	ETS1
STAT5B	NFKB1
STAT5B	STAT2
STAT5B	STAT5A
STAT5B	STAT6
STAT6	ETS1
STAT6	NFKB1
STAT6	STAT2
STAT6	STAT3
STAT6	STAT5A
STAT6	STAT5B
TYK2	JAK2
TYK2	NFKB1
TYK2	STAT2
TYK2	STAT3
TYK2	STAT5A
TYK2	STAT5B
TYK2	STAT6
ETS1	TNFSF15
NFKB1	TNFSF15
STAT2	TNFSF15
STAT3	TNFSF15
STAT5A	TNFSF15
STAT5B	TNFSF15
