from	to
CREBBP	GATA1
CREBBP	MAPK1
CREBBP	NFKB1
CREBBP	STAT5B
CREBBP	STAT6
CREBBP	TP53
CREBBP	YY1
GATA1	CREBBP
GATA1	JAK2
IL4	GATA1
IL4	JAK2
IL4	MAPK1
IL4	NFKB1
IL4	STAT5B
IL4	STAT6
IL4	TP53
IL4	YY1
JAK2	MAPK1
JAK2	NFKB1
JAK2	STAT5B
JAK2	STAT6
MAPK1	CREBBP
MAPK1	GATA1
MAPK1	JAK2
MAPK1	NFKB1
MAPK1	STAT5B
MAPK1	STAT6
MAPK1	TP53
NFKB1	CREBBP
NFKB1	MAPK1
NFKB1	TP53
NFKB1	YY1
STAT5B	CREBBP
STAT5B	MAPK1
STAT5B	NFKB1
STAT5B	STAT6
STAT6	CREBBP
STAT6	NFKB1
STAT6	STAT5B
STAT6	TP53
TP53	CREBBP
TP53	MAPK1
TP53	NFKB1
TP53	STAT6
YY1	NFKB1
YY1	TP53
GATA1	CCL23
IL4	CCL23
NFKB1	CCL23
STAT5B	CCL23
TP53	CCL23
YY1	CCL23
