from	to
EGFR	NFKB1
EGFR	PIK3R1
EGFR	STAT1
EGFR	STAT5A
EGFR	STAT5B
MAPK8	EGFR
MAPK8	PIK3R1
MAPK8	STAT1
MAPK8	STAT5A
MAPK8	STAT5B
MAPK8	TP53
NFKB1	EGFR
NFKB1	MAPK8
NFKB1	STAT1
NFKB1	STAT5A
NFKB1	TP53
NRG1	EGFR
NRG1	MAPK8
NRG1	NFKB1
NRG1	PIK3R1
NRG1	STAT5A
NRG1	STAT5B
PIK3R1	EGFR
PIK3R1	MAPK8
PIK3R1	NFKB1
PIK3R1	STAT5A
PIK3R1	TP53
STAT1	STAT5A
STAT1	STAT5B
STAT5A	NFKB1
STAT5A	PIK3R1
STAT5A	STAT5B
STAT5B	NFKB1
STAT5B	STAT5A
TP53	EGFR
TP53	MAPK8
TP53	NFKB1
TP53	PIK3R1
TP53	STAT1
NFKB1	CXCL10
NRG1	CXCL10
STAT1	CXCL10
STAT5A	CXCL10
STAT5B	CXCL10
TP53	CXCL10
