from	to
CHUK	CTNNB1
CHUK	MYC
CHUK	NFKB2
CHUK	SRC
CHUK	TP53
CTNNB1	EGFR
CTNNB1	MYC
CTNNB1	SRC
CTNNB1	TP53
EGFR	CTNNB1
EGFR	JAK2
EGFR	MYC
EGFR	SRC
EGFR	SYK
JAK2	EGFR
JAK2	MAPK8
JAK2	MYC
JAK2	NFKB2
JAK2	SYK
MAPK8	CTNNB1
MAPK8	EGFR
MAPK8	JAK2
MAPK8	MYC
MAPK8	SRC
MAPK8	TP53
MYC	EGFR
MYC	NFKB2
MYC	SYK
MYC	TP53
NFKB2	MYC
NRG1	EGFR
NRG1	JAK2
NRG1	MAPK8
NRG1	MYC
NRG1	SRC
NRG1	SYK
SRC	CHUK
SRC	CTNNB1
SRC	EGFR
SRC	JAK2
SRC	MAPK8
SRC	MYC
SRC	SYK
SRC	TP53
SYK	MYC
SYK	SRC
SYK	TP53
TP53	CTNNB1
TP53	EGFR
TP53	MAPK8
TP53	NFKB2
TP53	SYK
CTNNB1	CCL21
JAK2	CCL21
MYC	CCL21
NFKB2	CCL21
SYK	CCL21
TP53	CCL21
