from	to
CEBPB	NFKB1
CEBPB	STAT3
CEBPB	TP53
HIF1A	JAK2
HIF1A	NFKB1
HIF1A	TP53
IL1B	CEBPB
IL1B	HIF1A
IL1B	IRAK1
IL1B	JAK2
IL1B	MAPK8
IL1B	NFKB1
IL1B	PTEN
IL1B	TP53
IRAK1	LCK
IRAK1	MAPK8
IRAK1	NFKB1
IRAK1	PTEN
IRAK1	STAT3
JAK2	HIF1A
JAK2	LCK
JAK2	MAPK8
JAK2	NFKB1
JAK2	PTEN
JAK2	STAT3
LCK	IRAK1
LCK	JAK2
LCK	MAPK8
LCK	NFKB1
LCK	PTEN
LCK	STAT3
LCK	TP53
MAPK8	CEBPB
MAPK8	HIF1A
MAPK8	IRAK1
MAPK8	JAK2
MAPK8	LCK
MAPK8	PTEN
MAPK8	STAT3
MAPK8	TP53
NFKB1	CEBPB
NFKB1	MAPK8
NFKB1	PTEN
NFKB1	STAT3
NFKB1	TP53
PTEN	HIF1A
PTEN	JAK2
PTEN	LCK
PTEN	NFKB1
PTEN	STAT3
PTEN	TP53
STAT3	HIF1A
STAT3	MAPK8
STAT3	NFKB1
STAT3	PTEN
TP53	CEBPB
TP53	HIF1A
TP53	LCK
TP53	MAPK8
TP53	NFKB1
TP53	PTEN
CEBPB	IL19
HIF1A	IL19
NFKB1	IL19
PTEN	IL19
STAT3	IL19
TP53	IL19
