from	to
CTNNB1	EGFR
CTNNB1	JUN
CTNNB1	MYC
CTNNB1	RAF1
CTNNB1	STAT3
CTNNB1	TP53
EGF	CTNNB1
EGF	EGFR
EGF	JUN
EGF	MYC
EGF	PTK2
EGF	RAF1
EGF	STAT3
EGF	TP53
EGFR	CTNNB1
EGFR	JUN
EGFR	MYC
EGFR	PTK2
EGFR	RAF1
EGFR	STAT3
JUN	MYC
JUN	STAT3
JUN	TP53
MYC	EGFR
MYC	PTK2
MYC	TP53
PTK2	CTNNB1
PTK2	EGFR
PTK2	JUN
PTK2	STAT3
PTK2	TP53
RAF1	EGFR
RAF1	MYC
RAF1	STAT3
STAT3	CTNNB1
STAT3	EGFR
STAT3	JUN
STAT3	MYC
STAT3	PTK2
TP53	CTNNB1
TP53	EGFR
TP53	JUN
TP53	PTK2
CTNNB1	BMP4
EGF	BMP4
JUN	BMP4
MYC	BMP4
STAT3	BMP4
TP53	BMP4
