from	to
ESR1	JAK2
ESR1	JUN
ESR1	MAPK1
ESR1	SP1
ESR1	STAT3
ESR1	TP53
ETS1	JUN
ETS1	SP1
IL4	ESR1
IL4	ETS1
IL4	JAK2
IL4	JUN
IL4	MAPK1
IL4	SP1
IL4	STAT3
IL4	STAT6
IL4	TP53
JAK2	ESR1
JAK2	MAPK1
JAK2	STAT3
JAK2	STAT6
JUN	ESR1
JUN	ETS1
JUN	MAPK1
JUN	SP1
JUN	STAT3
JUN	STAT6
JUN	TP53
MAPK1	ESR1
MAPK1	ETS1
MAPK1	JAK2
MAPK1	JUN
MAPK1	SP1
MAPK1	STAT3
MAPK1	STAT6
MAPK1	TP53
SP1	ESR1
SP1	ETS1
SP1	JUN
SP1	STAT3
SP1	STAT6
SP1	TP53
STAT3	ESR1
STAT3	JUN
STAT3	MAPK1
STAT3	SP1
STAT3	STAT6
STAT6	ETS1
STAT6	JUN
STAT6	SP1
STAT6	STAT3
STAT6	TP53
TP53	ESR1
TP53	ETS1
TP53	JUN
TP53	MAPK1
TP53	SP1
TP53	STAT6
ESR1	CXCL14
ETS1	CXCL14
JUN	CXCL14
SP1	CXCL14
STAT3	CXCL14
TP53	CXCL14
