from	to
CHUK	CTNNB1
CHUK	RELB
CHUK	STAT1
CHUK	STAT3
CTNNB1	EGFR
CTNNB1	EGR1
CTNNB1	STAT1
CTNNB1	STAT3
EGFR	CTNNB1
EGFR	EGR1
EGFR	NR3C1
EGFR	STAT1
EGFR	STAT3
EGR1	CTNNB1
EGR1	EGFR
EGR1	STAT1
NR2F2	NR3C1
NR3C1	EGFR
NR3C1	EGR1
NR3C1	NR2F2
RELB	STAT3
STAT1	CTNNB1
STAT1	EGR1
STAT1	STAT3
STAT3	CTNNB1
STAT3	EGFR
STAT3	EGR1
STAT3	NR3C1
STAT3	RELB
STAT3	STAT1
TNF	CHUK
TNF	CTNNB1
TNF	EGFR
TNF	EGR1
TNF	NR2F2
TNF	NR3C1
TNF	RELB
TNF	STAT1
TNF	STAT3
CTNNB1	CMTM1
EGR1	CMTM1
NR2F2	CMTM1
RELB	CMTM1
STAT1	CMTM1
STAT3	CMTM1
