from	to
CHUK	CTNNB1
CHUK	ESR1
CHUK	HIF1A
CHUK	RELA
CHUK	STAT3
CHUK	TP53
CTNNB1	EGFR
CTNNB1	HIF1A
CTNNB1	MAPK1
CTNNB1	RELA
CTNNB1	STAT3
CTNNB1	TP53
EGFR	CTNNB1
EGFR	ESR1
EGFR	HIF1A
EGFR	MAPK1
EGFR	RELA
EGFR	STAT3
ESR1	CTNNB1
ESR1	EGFR
ESR1	HIF1A
ESR1	MAPK1
ESR1	RELA
ESR1	STAT3
ESR1	TP53
HIF1A	CHUK
HIF1A	CTNNB1
HIF1A	EGFR
HIF1A	MAPK1
HIF1A	RELA
HIF1A	TP53
MAPK1	CTNNB1
MAPK1	EGFR
MAPK1	ESR1
MAPK1	HIF1A
MAPK1	RELA
MAPK1	STAT3
MAPK1	TP53
RELA	CTNNB1
RELA	MAPK1
RELA	TP53
STAT3	CTNNB1
STAT3	EGFR
STAT3	ESR1
STAT3	HIF1A
STAT3	MAPK1
STAT3	RELA
TNF	CHUK
TNF	CTNNB1
TNF	EGFR
TNF	ESR1
TNF	HIF1A
TNF	MAPK1
TNF	RELA
TNF	STAT3
TNF	TP53
TP53	CTNNB1
TP53	EGFR
TP53	ESR1
TP53	HIF1A
TP53	MAPK1
TP53	RELA
CTNNB1	CMTM7
ESR1	CMTM7
HIF1A	CMTM7
RELA	CMTM7
STAT3	CMTM7
TP53	CMTM7
