from	to
APP	MAPK1
APP	NFKB1
APP	RELA
APP	TP53
CSF2	APP
CSF2	FYN
CSF2	ICAM1
CSF2	JAK2
CSF2	MAPK1
CSF2	NFKB1
CSF2	PRKACA
CSF2	RELA
CSF2	TP53
EGFR	APP
EGFR	FYN
EGFR	ICAM1
EGFR	JAK2
EGFR	MAPK1
EGFR	NFKB1
EGFR	PRKACA
EGFR	RELA
FYN	APP
FYN	EGFR
FYN	JAK2
FYN	PRKACA
FYN	TP53
ICAM1	APP
ICAM1	EGFR
ICAM1	MAPK1
ICAM1	NFKB1
ICAM1	RELA
ICAM1	TP53
JAK2	EGFR
JAK2	FYN
JAK2	MAPK1
JAK2	NFKB1
JAK2	PRKACA
JAK2	RELA
MAPK1	APP
MAPK1	EGFR
MAPK1	FYN
MAPK1	ICAM1
MAPK1	JAK2
MAPK1	NFKB1
MAPK1	PRKACA
MAPK1	RELA
MAPK1	TP53
NFKB1	EGFR
NFKB1	ICAM1
NFKB1	MAPK1
NFKB1	RELA
NFKB1	TP53
PRKACA	APP
PRKACA	EGFR
PRKACA	FYN
PRKACA	ICAM1
PRKACA	JAK2
PRKACA	MAPK1
PRKACA	NFKB1
PRKACA	RELA
PRKACA	TP53
RELA	ICAM1
RELA	MAPK1
RELA	NFKB1
RELA	TP53
TP53	APP
TP53	EGFR
TP53	ICAM1
TP53	MAPK1
TP53	NFKB1
TP53	RELA
APP	CCL18
CSF2	CCL18
ICAM1	CCL18
NFKB1	CCL18
RELA	CCL18
TP53	CCL18
