from	to
BMP4	BMPR2
BMP4	E2F1
BMP4	EP300
BMP4	MAP3K7
BMP4	SMAD1
BMP4	SMAD4
BMP4	TP53
BMPR2	JUN
BMPR2	MAP3K7
BMPR2	SMAD1
BMPR2	SMAD4
BMPR2	STAT3
BMPR2	STAT5A
CHUK	E2F1
CHUK	EP300
CHUK	MAP3K7
CHUK	NFKB1
CHUK	STAT3
CHUK	STAT5A
CHUK	TP53
E2F1	JUN
E2F1	NFKB1
E2F1	SMAD1
E2F1	STAT3
E2F1	TP53
EP300	CHUK
EP300	E2F1
EP300	JUN
EP300	NFKB1
EP300	SMAD1
EP300	SMAD4
EP300	STAT3
EP300	STAT5A
EP300	TP53
JUN	BMPR2
JUN	EP300
JUN	SMAD1
JUN	SMAD4
JUN	STAT3
JUN	STAT5A
JUN	TP53
MAP3K7	CHUK
MAP3K7	E2F1
MAP3K7	NFKB1
MAP3K7	SMAD1
MAP3K7	STAT3
MAP3K7	STAT5A
NFKB1	CHUK
NFKB1	E2F1
NFKB1	JUN
NFKB1	SMAD4
NFKB1	STAT3
NFKB1	STAT5A
NFKB1	TP53
SMAD1	E2F1
SMAD1	EP300
SMAD1	JUN
SMAD1	NFKB1
SMAD1	SMAD4
SMAD1	STAT3
SMAD1	TP53
SMAD4	BMPR2
SMAD4	EP300
SMAD4	JUN
SMAD4	NFKB1
SMAD4	SMAD1
SMAD4	STAT3
SMAD4	TP53
STAT3	E2F1
STAT3	EP300
STAT3	JUN
STAT3	MAP3K7
STAT3	NFKB1
STAT3	SMAD1
STAT3	SMAD4
STAT3	STAT5A
STAT5A	EP300
STAT5A	JUN
STAT5A	NFKB1
STAT5A	STAT3
TP53	E2F1
TP53	EP300
TP53	JUN
TP53	NFKB1
TP53	SMAD1
TP53	SMAD4
E2F1	CMTM6
JUN	CMTM6
NFKB1	CMTM6
STAT3	CMTM6
STAT5A	CMTM6
TP53	CMTM6
