from	to
CREB1	CTNNB1
CREB1	SOX9
CREB1	STAT3
CTNNB1	MAPK1
CTNNB1	MET
CTNNB1	SOX9
CTNNB1	STAT3
HGF	CREB1
HGF	CTNNB1
HGF	MAPK1
HGF	MAPK8
HGF	MET
HGF	PTK2
HGF	SOX9
HGF	STAT3
MAPK1	CREB1
MAPK1	CTNNB1
MAPK1	MAPK8
MAPK1	MET
MAPK1	PTK2
MAPK1	ROCK1
MAPK1	STAT3
MAPK8	CREB1
MAPK8	CTNNB1
MAPK8	MAPK1
MAPK8	MET
MAPK8	PTK2
MAPK8	STAT3
MET	CTNNB1
MET	MAPK1
MET	MAPK8
MET	PTK2
MET	STAT3
PTK2	CTNNB1
PTK2	MAPK1
PTK2	MAPK8
PTK2	ROCK1
PTK2	STAT3
ROCK1	CTNNB1
ROCK1	MAPK1
ROCK1	MAPK8
ROCK1	PTK2
ROCK1	SOX9
SOX9	CREB1
SOX9	CTNNB1
STAT3	CREB1
STAT3	CTNNB1
STAT3	MAPK1
STAT3	MAPK8
STAT3	PTK2
CREB1	INS
CTNNB1	INS
HGF	INS
MAPK8	INS
SOX9	INS
STAT3	INS
