from	to
AR	CREBBP
AR	JUN
AR	NFKB1
AR	STAT1
CREBBP	AR
CREBBP	IRF1
CREBBP	JUN
CREBBP	NFKB1
CREBBP	STAT1
CREBBP	STAT6
CREBBP	YY1
IL4	AR
IL4	IRF1
IL4	JAK2
IL4	JUN
IL4	NFKB1
IL4	STAT1
IL4	STAT6
IL4	TYK2
IL4	YY1
IRF1	STAT6
IRF1	TYK2
JAK2	NFKB1
JAK2	STAT1
JAK2	STAT6
JAK2	TYK2
JUN	AR
JUN	CREBBP
JUN	STAT6
NFKB1	AR
NFKB1	CREBBP
NFKB1	IRF1
NFKB1	JUN
NFKB1	STAT1
NFKB1	YY1
STAT1	CREBBP
STAT1	IRF1
STAT1	JUN
STAT6	CREBBP
STAT6	IRF1
STAT6	JUN
STAT6	NFKB1
STAT6	STAT1
TYK2	JAK2
TYK2	NFKB1
TYK2	STAT1
TYK2	STAT6
YY1	JUN
YY1	NFKB1
AR	IL27
IRF1	IL27
JUN	IL27
NFKB1	IL27
STAT1	IL27
YY1	IL27
