from	to
ACVR1	ACVR1B
ACVR1	HNF4A
ACVR1	SMAD2
ACVR1	SMAD3
ACVR1	STAT1
ACVR1	STAT6
ACVR1B	ACVR1
ACVR1B	SMAD2
ACVR1B	SMAD3
ACVR1B	STAT1
ACVR1B	STAT6
ACVR1B	TP53
AHR	EP300
AHR	HNF4A
AHR	MYC
AHR	SMAD2
AHR	STAT1
AHR	TP53
EP300	AHR
EP300	MYC
EP300	SMAD2
EP300	SMAD3
EP300	STAT6
EP300	TP53
HNF4A	ACVR1
HNF4A	AHR
HNF4A	EP300
HNF4A	MYC
HNF4A	SMAD2
HNF4A	SMAD3
HNF4A	STAT1
HNF4A	TP53
INHBA	ACVR1
INHBA	ACVR1B
INHBA	SMAD2
INHBA	SMAD3
MYC	AHR
MYC	EP300
MYC	HNF4A
MYC	SMAD2
MYC	SMAD3
MYC	TP53
SMAD2	AHR
SMAD2	EP300
SMAD2	HNF4A
SMAD2	MYC
SMAD2	SMAD3
SMAD2	TP53
SMAD3	AHR
SMAD3	EP300
SMAD3	HNF4A
SMAD3	MYC
SMAD3	SMAD2
SMAD3	TP53
STAT1	EP300
STAT1	HNF4A
STAT1	MYC
STAT6	EP300
STAT6	MYC
STAT6	STAT1
STAT6	TP53
TP53	ACVR1B
TP53	EP300
TP53	HNF4A
TP53	SMAD3
TP53	STAT1
TP53	STAT6
AHR	CXCL9
HNF4A	CXCL9
MYC	CXCL9
STAT1	CXCL9
STAT6	CXCL9
TP53	CXCL9
