from	to
ARNT	CHUK
ARNT	JUN
ARNT	RELB
ARNT	SMAD4
ATM	CHUK
ATM	JUN
ATM	STAT3
CHUK	ARNT
CHUK	RELB
CHUK	STAT3
EGFR	ATM
EGFR	JUN
EGFR	MAPK1
EGFR	STAT3
JUN	ARNT
JUN	MAPK1
JUN	RELB
JUN	SMAD4
JUN	STAT3
MAPK1	EGFR
MAPK1	JUN
MAPK1	SMAD4
MAPK1	STAT3
RELB	ARNT
RELB	JUN
RELB	SMAD4
RELB	STAT3
SMAD4	ARNT
SMAD4	JUN
SMAD4	RELB
SMAD4	STAT3
STAT3	EGFR
STAT3	JUN
STAT3	MAPK1
STAT3	RELB
STAT3	SMAD4
TNF	ARNT
TNF	ATM
TNF	CHUK
TNF	EGFR
TNF	JUN
TNF	MAPK1
TNF	RELB
TNF	SMAD4
TNF	STAT3
ARNT	TNFSF9
ATM	TNFSF9
JUN	TNFSF9
RELB	TNFSF9
SMAD4	TNFSF9
STAT3	TNFSF9
