from	to
ABL1	CBL
ABL1	JUN
ABL1	MYC
ABL1	NFKB1
ABL1	PIK3R1
ABL1	RELA
ABL1	SRC
ABL1	STAT1
CBL	ABL1
CBL	JUN
CBL	PIK3R1
CBL	SRC
CSF1	CBL
CSF1	MYC
CSF1	NFKB1
CSF1	PIK3R1
CSF1	SRC
CSF1	STAT1
IKBKB	JUN
IKBKB	MYC
IKBKB	NFKB1
IKBKB	RELA
IKBKB	SRC
IKBKB	STAT1
JUN	CBL
JUN	IKBKB
JUN	MYC
JUN	PIK3R1
MYC	NFKB1
MYC	RELA
NFKB1	IKBKB
NFKB1	JUN
NFKB1	MYC
NFKB1	RELA
NFKB1	STAT1
PIK3R1	ABL1
PIK3R1	CBL
PIK3R1	JUN
PIK3R1	MYC
PIK3R1	NFKB1
PIK3R1	RELA
PIK3R1	SRC
RELA	JUN
RELA	MYC
RELA	NFKB1
SRC	ABL1
SRC	CBL
SRC	IKBKB
SRC	JUN
SRC	MYC
SRC	NFKB1
SRC	PIK3R1
SRC	RELA
SRC	STAT1
STAT1	JUN
STAT1	MYC
STAT1	RELA
CSF1	CCL2
JUN	CCL2
MYC	CCL2
NFKB1	CCL2
RELA	CCL2
STAT1	CCL2
