from	to
GATA1	JAK2
GATA1	MYC
IL4	GATA1
IL4	IL4R
IL4	IRS2
IL4	JAK2
IL4	MAPK1
IL4	RAF1
IL4	SMAD2
IL4	TP63
IL4	TYK2
IL4R	IRS2
IL4R	JAK2
IL4R	MYC
IL4R	RACK1
IL4R	TYK2
IRS2	IL4R
IRS2	JAK2
IRS2	RAF1
JAK2	IL4R
JAK2	IRS2
JAK2	MAPK1
JAK2	MYC
JAK2	RAF1
JAK2	SMAD2
JAK2	TYK2
MAPK1	GATA1
MAPK1	IRS2
MAPK1	JAK2
MAPK1	MYC
MAPK1	RACK1
MAPK1	RAF1
MAPK1	SMAD2
MYC	GATA1
MYC	IL4R
MYC	RACK1
MYC	SMAD2
MYC	TYK2
RACK1	MAPK1
RACK1	MYC
RACK1	RAF1
RACK1	SMAD2
RACK1	TP63
RAF1	IRS2
RAF1	MAPK1
RAF1	MYC
RAF1	RACK1
RAF1	TYK2
SMAD2	JAK2
SMAD2	MYC
SMAD2	RACK1
SMAD2	TP63
TP63	SMAD2
TYK2	IL4R
TYK2	IRS2
TYK2	JAK2
TYK2	MAPK1
TYK2	MYC
TYK2	RACK1
TYK2	RAF1
GATA1	CXCL6
IL4	CXCL6
IRS2	CXCL6
MYC	CXCL6
SMAD2	CXCL6
TP63	CXCL6
