from	to
CSF2	JAK2
CSF2	JUN
CSF2	MAPK3
CSF2	PRKACA
CSF2	RELA
CSF2	STAT1
CSF2	STAT3
CSF2	STAT5A
JAK2	MAPK3
JAK2	PRKACA
JAK2	RELA
JAK2	STAT1
JAK2	STAT3
JAK2	STAT5A
JUN	MAPK3
JUN	STAT3
JUN	STAT5A
MAPK3	JAK2
MAPK3	JUN
MAPK3	PRKACA
MAPK3	RELA
MAPK3	STAT1
MAPK3	STAT3
MAPK3	STAT5A
PRKACA	JAK2
PRKACA	JUN
PRKACA	MAPK3
PRKACA	RELA
PRKACA	STAT1
PRKACA	STAT3
PRKACA	STAT5A
RELA	JUN
RELA	MAPK3
STAT1	JUN
STAT1	MAPK3
STAT1	RELA
STAT1	STAT3
STAT1	STAT5A
STAT3	JUN
STAT3	MAPK3
STAT3	RELA
STAT3	STAT1
STAT3	STAT5A
STAT5A	JUN
STAT5A	MAPK3
STAT5A	STAT3
CSF2	CCL2
JUN	CCL2
RELA	CCL2
STAT1	CCL2
STAT3	CCL2
STAT5A	CCL2
