from	to
AKT1	CHUK
AKT1	EP300
AKT1	JUN
AKT1	NFKB1
AKT1	RELA
AKT1	SMAD2
AKT1	SMAD4
AKT1	SP1
AKT1	YBX1
BMP4	AKT1
BMP4	BMPR1B
BMP4	BMPR2
BMP4	EP300
BMP4	MAP3K7
BMP4	SMAD1
BMP4	SMAD2
BMP4	SMAD4
BMP4	YBX1
BMPR1B	AKT1
BMPR1B	BMPR2
BMPR1B	MAP3K7
BMPR1B	SMAD1
BMPR1B	SMAD2
BMPR1B	SMAD4
BMPR2	AKT1
BMPR2	BMPR1B
BMPR2	JUN
BMPR2	MAP3K7
BMPR2	SMAD1
BMPR2	SMAD2
BMPR2	SMAD4
CHUK	AKT1
CHUK	EP300
CHUK	MAP3K7
CHUK	NFKB1
CHUK	RELA
CHUK	SMAD2
EP300	AKT1
EP300	CHUK
EP300	JUN
EP300	NFKB1
EP300	RELA
EP300	SMAD1
EP300	SMAD2
EP300	SMAD4
EP300	SP1
EP300	YBX1
JUN	BMPR2
JUN	EP300
JUN	SMAD1
JUN	SMAD4
JUN	SP1
MAP3K7	AKT1
MAP3K7	CHUK
MAP3K7	NFKB1
MAP3K7	RELA
MAP3K7	SMAD1
NFKB1	AKT1
NFKB1	CHUK
NFKB1	JUN
NFKB1	RELA
NFKB1	SMAD2
NFKB1	SMAD4
RELA	EP300
RELA	JUN
RELA	NFKB1
RELA	SMAD4
RELA	SP1
SMAD1	EP300
SMAD1	JUN
SMAD1	NFKB1
SMAD1	SMAD4
SMAD2	CHUK
SMAD2	EP300
SMAD2	JUN
SMAD2	NFKB1
SMAD2	SMAD1
SMAD2	SMAD4
SMAD2	SP1
SMAD4	BMPR1B
SMAD4	BMPR2
SMAD4	EP300
SMAD4	JUN
SMAD4	NFKB1
SMAD4	RELA
SMAD4	SMAD1
SMAD4	SMAD2
SMAD4	SP1
SP1	AKT1
SP1	EP300
SP1	JUN
SP1	NFKB1
SP1	YBX1
YBX1	EP300
YBX1	JUN
YBX1	SP1
EP300	CXCL5
JUN	CXCL5
NFKB1	CXCL5
RELA	CXCL5
SP1	CXCL5
YBX1	CXCL5
