from	to
EP300	FOS
EP300	JUN
EP300	STAT3
EP300	TP53
FOS	EP300
FOS	JUN
FOS	STAT1
FOS	STAT3
FOS	TP53
IFNB1	EP300
IFNB1	FOS
IFNB1	JAK1
IFNB1	MAPK1
IFNB1	STAT1
IFNB1	TP53
JAK1	MAPK1
JAK1	STAT1
JAK1	STAT3
JUN	EP300
JUN	FOS
JUN	MAPK1
JUN	STAT3
JUN	TP53
MAPK1	EP300
MAPK1	FOS
MAPK1	JAK1
MAPK1	JUN
MAPK1	STAT1
MAPK1	STAT3
MAPK1	TP53
STAT1	EP300
STAT1	FOS
STAT1	JUN
STAT1	MAPK1
STAT1	STAT3
STAT3	EP300
STAT3	FOS
STAT3	JUN
STAT3	MAPK1
STAT3	STAT1
TP53	EP300
TP53	JUN
TP53	MAPK1
TP53	STAT1
EP300	CCL7
FOS	CCL7
IFNB1	CCL7
JUN	CCL7
STAT3	CCL7
TP53	CCL7
