from	to
AHR	MYC
AHR	NCOA1
AHR	NFKB1
IL17A	AHR
IL17A	MAPK14
IL17A	NFKB1
IL17A	RELA
IL17A	STAT3
MAPK14	MYC
MAPK14	NCOA1
MAPK14	NFKB1
MAPK14	RELA
MAPK14	SMAD3
MAPK14	STAT3
MYC	AHR
MYC	NCOA1
MYC	NFKB1
MYC	RELA
MYC	SMAD3
NCOA1	AHR
NCOA1	NFKB1
NCOA1	RELA
NCOA1	SMAD3
NCOA1	STAT3
NFKB1	MYC
NFKB1	NCOA1
NFKB1	RELA
NFKB1	SMAD3
NFKB1	STAT3
RELA	AHR
RELA	MYC
RELA	NCOA1
RELA	NFKB1
RELA	SMAD3
SMAD3	AHR
SMAD3	MYC
SMAD3	NCOA1
SMAD3	NFKB1
SMAD3	RELA
SMAD3	STAT3
STAT3	MYC
STAT3	NCOA1
STAT3	NFKB1
STAT3	RELA
STAT3	SMAD3
AHR	CXCL6
IL17A	CXCL6
MYC	CXCL6
NFKB1	CXCL6
RELA	CXCL6
SMAD3	CXCL6
