from	to
IL3	JAK2
IL3	JUN
IL3	MAPK1
IL3	NFKB1
IL3	PIK3R1
IL3	RAF1
IL3	STAT1
IL3	STAT3
IL3	STAT5A
JAK2	MAPK1
JAK2	MYC
JAK2	NFKB1
JAK2	PIK3R1
JAK2	RAF1
JAK2	STAT1
JAK2	STAT3
JAK2	STAT5A
JUN	MAPK1
JUN	MYC
JUN	PIK3R1
JUN	STAT3
JUN	STAT5A
MAPK1	JAK2
MAPK1	JUN
MAPK1	MYC
MAPK1	NFKB1
MAPK1	RAF1
MAPK1	STAT1
MAPK1	STAT3
MAPK1	STAT5A
MYC	NFKB1
NFKB1	JUN
NFKB1	MAPK1
NFKB1	MYC
NFKB1	RAF1
NFKB1	STAT1
NFKB1	STAT3
NFKB1	STAT5A
PIK3R1	JAK2
PIK3R1	JUN
PIK3R1	MAPK1
PIK3R1	MYC
PIK3R1	NFKB1
PIK3R1	STAT3
PIK3R1	STAT5A
RAF1	MAPK1
RAF1	MYC
RAF1	NFKB1
RAF1	STAT1
RAF1	STAT3
RAF1	STAT5A
STAT1	JUN
STAT1	MAPK1
STAT1	MYC
STAT1	STAT3
STAT1	STAT5A
STAT3	JUN
STAT3	MAPK1
STAT3	MYC
STAT3	NFKB1
STAT3	STAT1
STAT3	STAT5A
STAT5A	JUN
STAT5A	MAPK1
STAT5A	MYC
STAT5A	NFKB1
STAT5A	PIK3R1
STAT5A	STAT3
JUN	CCL13
MYC	CCL13
NFKB1	CCL13
STAT1	CCL13
STAT3	CCL13
STAT5A	CCL13
