from	to
EGF	EGFR
EGF	ESR1
EGF	JUN
EGF	MYC
EGF	RAF1
EGF	SRC
EGF	STAT1
EGF	STAT3
EGFR	ESR1
EGFR	JUN
EGFR	MYC
EGFR	RAF1
EGFR	SRC
EGFR	STAT1
EGFR	STAT3
ESR1	EGFR
ESR1	JUN
ESR1	MYC
ESR1	RAF1
ESR1	SRC
ESR1	STAT1
ESR1	STAT3
JUN	ESR1
JUN	MYC
JUN	STAT3
MYC	EGFR
RAF1	EGFR
RAF1	MYC
RAF1	SRC
RAF1	STAT1
RAF1	STAT3
SRC	EGFR
SRC	ESR1
SRC	JUN
SRC	MYC
SRC	RAF1
SRC	STAT1
SRC	STAT3
STAT1	ESR1
STAT1	JUN
STAT1	MYC
STAT1	STAT3
STAT3	EGFR
STAT3	ESR1
STAT3	JUN
STAT3	MYC
STAT3	SRC
STAT3	STAT1
EGF	VEGFA
ESR1	VEGFA
JUN	VEGFA
MYC	VEGFA
STAT1	VEGFA
STAT3	VEGFA
