from	to
ACVR1B	AKT1
ACVR1B	SMAD2
ACVR1B	SMAD3
ACVR1B	SMAD7
ACVR2B	ACVR1B
ACVR2B	AKT1
ACVR2B	SMAD2
ACVR2B	SMAD3
ACVR2B	SMAD7
AHR	AKT1
AHR	CTNNB1
AHR	EP300
AHR	MYC
AHR	SMAD2
AKT1	CTNNB1
AKT1	EP300
AKT1	MYC
AKT1	SMAD2
AKT1	SMAD3
AKT1	SMAD7
CTNNB1	AHR
CTNNB1	EP300
CTNNB1	MYC
CTNNB1	SMAD2
CTNNB1	SMAD3
CTNNB1	SMAD7
EP300	AHR
EP300	AKT1
EP300	CTNNB1
EP300	MYC
EP300	SMAD2
EP300	SMAD3
EP300	SMAD7
INHBA	ACVR1B
INHBA	ACVR2B
INHBA	SMAD2
INHBA	SMAD3
MYC	AHR
MYC	EP300
MYC	SMAD2
MYC	SMAD3
MYC	SMAD7
SMAD2	AHR
SMAD2	EP300
SMAD2	MYC
SMAD2	SMAD3
SMAD2	SMAD7
SMAD3	AHR
SMAD3	EP300
SMAD3	MYC
SMAD3	SMAD2
SMAD3	SMAD7
SMAD7	ACVR2B
SMAD7	AKT1
SMAD7	CTNNB1
SMAD7	EP300
SMAD7	MYC
SMAD7	SMAD2
SMAD7	SMAD3
AHR	CXCL6
AKT1	CXCL6
CTNNB1	CXCL6
MYC	CXCL6
SMAD2	CXCL6
SMAD3	CXCL6
