from	to
EGFR	ESR1
EGFR	MYC
EGFR	NFKB1
EGFR	PIK3R1
EGFR	SRC
EGFR	STAT3
ESR1	EGFR
ESR1	MYC
ESR1	NFKB1
ESR1	PIK3R1
ESR1	SRC
ESR1	STAT3
ESR1	TP53
MAPK8	EGFR
MAPK8	ESR1
MAPK8	MYC
MAPK8	PIK3R1
MAPK8	SRC
MAPK8	STAT3
MAPK8	TP53
MYC	EGFR
MYC	NFKB1
MYC	TP53
NFKB1	EGFR
NFKB1	MAPK8
NFKB1	MYC
NFKB1	STAT3
NFKB1	TP53
NRG1	EGFR
NRG1	ESR1
NRG1	MAPK8
NRG1	MYC
NRG1	NFKB1
NRG1	PIK3R1
NRG1	SRC
NRG1	STAT3
PIK3R1	EGFR
PIK3R1	ESR1
PIK3R1	MAPK8
PIK3R1	MYC
PIK3R1	NFKB1
PIK3R1	SRC
PIK3R1	STAT3
PIK3R1	TP53
SRC	EGFR
SRC	ESR1
SRC	MAPK8
SRC	MYC
SRC	NFKB1
SRC	PIK3R1
SRC	STAT3
SRC	TP53
STAT3	EGFR
STAT3	ESR1
STAT3	MAPK8
STAT3	MYC
STAT3	NFKB1
STAT3	SRC
TP53	EGFR
TP53	ESR1
TP53	MAPK8
TP53	NFKB1
TP53	PIK3R1
ESR1	CXCL1
MYC	CXCL1
NFKB1	CXCL1
NRG1	CXCL1
STAT3	CXCL1
TP53	CXCL1
