from	to
FOSL1	MYC
FOSL1	TP53
HIF1A	JUN
HIF1A	JUNB
HIF1A	MYC
HIF1A	NFKB1
HIF1A	TP53
IL1B	FOSL1
IL1B	HIF1A
IL1B	JUN
IL1B	MAPK8
IL1B	MYC
IL1B	NFKB1
IL1B	TP53
JUN	FOSL1
JUN	HIF1A
JUN	JUNB
JUN	MYC
JUN	TP53
JUNB	FOSL1
JUNB	HIF1A
JUNB	JUN
JUNB	NFKB1
MAPK8	FOSL1
MAPK8	HIF1A
MAPK8	JUN
MAPK8	JUNB
MAPK8	MYC
MAPK8	TP53
MYC	FOSL1
MYC	NFKB1
MYC	TP53
NFKB1	JUN
NFKB1	JUNB
NFKB1	MAPK8
NFKB1	MYC
NFKB1	TP53
TP53	FOSL1
TP53	HIF1A
TP53	JUN
TP53	MAPK8
TP53	NFKB1
FOSL1	IL34
HIF1A	IL34
JUN	IL34
MYC	IL34
NFKB1	IL34
TP53	IL34
