from	to
ETS1	GATA1
ETS1	JUN
ETS1	NFKB1
ETS1	STAT5A
GATA1	ETS1
GATA1	JAK2
GATA1	JUN
GATA1	STAT3
IL4	ETS1
IL4	GATA1
IL4	JAK2
IL4	JUN
IL4	NFKB1
IL4	STAT3
IL4	STAT5A
IL4	STAT6
JAK2	NFKB1
JAK2	STAT3
JAK2	STAT5A
JAK2	STAT6
JUN	ETS1
JUN	STAT3
JUN	STAT5A
JUN	STAT6
NFKB1	ETS1
NFKB1	JUN
NFKB1	STAT3
NFKB1	STAT5A
STAT3	GATA1
STAT3	JUN
STAT3	NFKB1
STAT3	STAT5A
STAT3	STAT6
STAT5A	ETS1
STAT5A	JUN
STAT5A	NFKB1
STAT5A	STAT3
STAT5A	STAT6
STAT6	ETS1
STAT6	JUN
STAT6	NFKB1
STAT6	STAT3
STAT6	STAT5A
ETS1	TNFSF9
GATA1	TNFSF9
JUN	TNFSF9
NFKB1	TNFSF9
STAT3	TNFSF9
STAT5A	TNFSF9
