from	to
IL1A	IRAK1
IL1A	MAPK8
IL1A	NFKB1
IL1A	RELA
IL1A	TP53
IL1A	TRAF6
IRAK1	MAPK8
IRAK1	MYC
IRAK1	NFKB1
IRAK1	RELA
IRAK1	STAT3
IRAK1	TRAF6
MAPK8	IRAK1
MAPK8	MYC
MAPK8	RELA
MAPK8	STAT3
MAPK8	TP53
MAPK8	TRAF6
MYC	IRAK1
MYC	NFKB1
MYC	RELA
MYC	TP53
NFKB1	MAPK8
NFKB1	MYC
NFKB1	RELA
NFKB1	STAT3
NFKB1	TP53
NFKB1	TRAF6
RELA	MYC
RELA	NFKB1
RELA	TP53
RELA	TRAF6
STAT3	MAPK8
STAT3	MYC
STAT3	NFKB1
STAT3	RELA
STAT3	TRAF6
TP53	MAPK8
TP53	NFKB1
TP53	RELA
TRAF6	IRAK1
TRAF6	MAPK8
TRAF6	NFKB1
TRAF6	RELA
TRAF6	STAT3
TRAF6	TP53
IL1A	CXCL2
MYC	CXCL2
NFKB1	CXCL2
RELA	CXCL2
STAT3	CXCL2
TP53	CXCL2
