from	to
BMP4	BMPR2
BMP4	CTNNB1
BMP4	EP300
BMP4	MAP3K7
BMP4	SMAD1
BMP4	SOX9
BMP4	TP53
BMPR2	MAP3K7
BMPR2	SMAD1
BMPR2	STAT3
CHUK	CTNNB1
CHUK	EP300
CHUK	MAP3K7
CHUK	STAT3
CHUK	TP53
CTNNB1	EP300
CTNNB1	SMAD1
CTNNB1	SOX9
CTNNB1	STAT3
CTNNB1	TP53
EP300	CHUK
EP300	CTNNB1
EP300	SMAD1
EP300	STAT3
EP300	TP53
MAP3K7	CHUK
MAP3K7	MAPK14
MAP3K7	SMAD1
MAP3K7	STAT3
MAPK14	BMPR2
MAPK14	CHUK
MAPK14	CTNNB1
MAPK14	EP300
MAPK14	MAP3K7
MAPK14	SMAD1
MAPK14	SOX9
MAPK14	STAT3
MAPK14	TP53
SMAD1	CTNNB1
SMAD1	EP300
SMAD1	STAT3
SMAD1	TP53
SOX9	CTNNB1
SOX9	EP300
STAT3	CTNNB1
STAT3	EP300
STAT3	MAP3K7
STAT3	SMAD1
TP53	CTNNB1
TP53	EP300
TP53	MAPK14
TP53	SMAD1
BMP4	CXCL14
CTNNB1	CXCL14
EP300	CXCL14
SOX9	CXCL14
STAT3	CXCL14
TP53	CXCL14
