from	to
AKT1	GATA2
AKT1	JUN
AKT1	MAPK1
AKT1	MYC
AKT1	PIK3R1
AKT1	RAF1
AKT1	STAT5B
GATA2	JUN
GATA2	MYC
IL3	AKT1
IL3	GATA2
IL3	JAK2
IL3	JUN
IL3	MAPK1
IL3	PIK3R1
IL3	RAF1
IL3	STAT5B
JAK2	AKT1
JAK2	MAPK1
JAK2	MYC
JAK2	PIK3R1
JAK2	RAF1
JAK2	STAT5B
JUN	GATA2
JUN	MAPK1
JUN	MYC
JUN	PIK3R1
MAPK1	AKT1
MAPK1	GATA2
MAPK1	JAK2
MAPK1	JUN
MAPK1	MYC
MAPK1	RAF1
MAPK1	STAT5B
MYC	GATA2
MYC	STAT5B
PIK3R1	AKT1
PIK3R1	JAK2
PIK3R1	JUN
PIK3R1	MAPK1
PIK3R1	MYC
RAF1	AKT1
RAF1	MAPK1
RAF1	MYC
RAF1	STAT5B
STAT5B	AKT1
STAT5B	MAPK1
STAT5B	MYC
AKT1	BMP6
GATA2	BMP6
IL3	BMP6
JUN	BMP6
MYC	BMP6
STAT5B	BMP6
